home_club,away_club,home_goals,away_goals,home_yellow_cards,away_yellow_cards,ano
Ponte Preta,Cruzeiro,1,2,2,5,2015
Internacional,Vasco da Gama,6,0,3,1,2015
Flamengo,Avaí,3,0,1,4,2015
Atlético-MG,Athletico-PR,0,1,5,4,2015
Coritiba,Sport Recife,0,0,2,2,2015
Corinthians,Fluminense,2,0,0,3,2015
Goiás,Palmeiras,1,0,3,3,2015
Santos,Chapecoense,3,1,0,1,2015
Figueirense,Grêmio,0,2,4,4,2015
São Paulo,Internacional,2,0,0,0,2015
Vasco da Gama,Atlético-MG,1,2,3,2,2015
Athletico-PR,Joinville,0,0,4,3,2015
Cruzeiro,Figueirense,5,1,0,4,2015
Chapecoense,Ponte Preta,0,0,1,2,2015
Grêmio,Goiás,2,1,3,4,2015
Palmeiras,Corinthians,3,3,6,3,2015
Avaí,Coritiba,0,2,2,4,2015
Fluminense,Flamengo,1,3,6,6,2015
Sport Recife,Santos,1,1,1,0,2015
Ponte Preta,Vasco da Gama,0,1,3,1,2015
Atlético-MG,Avaí,2,0,3,3,2015
Internacional,Palmeiras,1,0,5,3,2015
Figueirense,Athletico-PR,1,1,2,2,2015
Coritiba,Fluminense,1,1,1,4,2015
Santos,São Paulo,3,0,1,1,2015
Corinthians,Grêmio,1,1,0,3,2015
Goiás,Sport Recife,1,0,3,1,2015
Joinville,Chapecoense,0,0,4,2,2015
Flamengo,Cruzeiro,2,0,3,3,2015
Coritiba,Internacional,0,1,4,7,2015
Palmeiras,Figueirense,2,0,4,4,2015
Ponte Preta,Santos,3,1,5,2,2015
Corinthians,Joinville,3,0,0,1,2015
Cruzeiro,Atlético-MG,1,1,3,5,2015
Grêmio,São Paulo,1,2,3,3,2015
Chapecoense,Flamengo,1,3,2,1,2015
Vasco da Gama,Athletico-PR,2,0,2,2,2015
Avaí,Goiás,2,1,2,2,2015
Sport Recife,Fluminense,1,0,2,3,2015
Joinville,Sport Recife,1,1,4,3,2015
Fluminense,Palmeiras,1,4,1,3,2015
Goiás,Ponte Preta,1,2,2,5,2015
Figueirense,Avaí,0,1,2,4,2015
Athletico-PR,Grêmio,1,2,1,2,2015
Santos,Atlético-MG,4,0,1,1,2015
Internacional,Corinthians,2,1,2,1,2015
Cruzeiro,Vasco da Gama,2,2,4,3,2015
São Paulo,Chapecoense,0,0,2,2,2015
Flamengo,Coritiba,0,2,2,3,2015
Palmeiras,Grêmio,3,2,2,4,2015
Internacional,Figueirense,1,1,1,5,2015
Ponte Preta,Fluminense,3,1,3,4,2015
Goiás,Joinville,3,0,0,1,2015
Corinthians,Santos,2,0,2,5,2015
Vasco da Gama,Sport Recife,2,1,2,2,2015
Atlético-MG,Flamengo,4,1,2,2,2015
Avaí,São Paulo,2,1,3,4,2015
Chapecoense,Cruzeiro,0,2,2,1,2015
Coritiba,Athletico-PR,2,0,7,3,2015
Fluminense,Goiás,2,0,4,3,2015
Grêmio,Avaí,3,1,1,3,2015
Athletico-PR,Ponte Preta,1,2,2,4,2015
Santos,Internacional,3,1,1,4,2015
Flamengo,Vasco da Gama,1,2,5,6,2015
Joinville,Atlético-MG,2,2,2,2,2015
Figueirense,Corinthians,1,3,3,3,2015
São Paulo,Palmeiras,1,1,1,2,2015
Sport Recife,Chapecoense,3,0,3,0,2015
Cruzeiro,Coritiba,2,0,0,1,2015
Internacional,Sport Recife,2,1,2,2,2015
Coritiba,Atlético-MG,0,3,1,2,2015
São Paulo,Athletico-PR,1,0,1,3,2015
Avaí,Vasco da Gama,1,1,4,6,2015
Flamengo,Joinville,2,0,2,3,2015
Santos,Fluminense,3,1,3,2,2015
Cruzeiro,Grêmio,0,0,3,3,2015
Goiás,Figueirense,2,3,1,5,2015
Ponte Preta,Corinthians,2,2,2,4,2015
Chapecoense,Palmeiras,5,1,0,5,2015
Atlético-MG,Internacional,2,1,2,3,2015
Sport Recife,Avaí,3,0,2,5,2015
Joinville,Coritiba,3,1,6,1,2015
Figueirense,Flamengo,3,0,1,1,2015
Palmeiras,Ponte Preta,0,1,2,3,2015
Fluminense,São Paulo,2,0,0,4,2015
Athletico-PR,Cruzeiro,2,2,5,2,2015
Vasco da Gama,Chapecoense,1,1,4,5,2015
Corinthians,Goiás,3,0,1,5,2015
Grêmio,Santos,1,0,3,3,2015
Avaí,Palmeiras,1,3,3,4,2015
Joinville,Figueirense,1,0,2,3,2015
Ponte Preta,Coritiba,3,0,3,3,2015
Cruzeiro,Fluminense,2,0,2,1,2015
Athletico-PR,Corinthians,1,4,2,1,2015
Flamengo,Internacional,0,1,0,2,2015
São Paulo,Vasco da Gama,2,2,2,1,2015
Grêmio,Chapecoense,2,3,3,2,2015
Santos,Goiás,3,1,0,1,2015
Sport Recife,Atlético-MG,4,1,0,1,2015
Fluminense,Athletico-PR,0,1,1,3,2015
Internacional,Joinville,1,0,1,2,2015
Figueirense,Santos,0,0,5,2,2015
Palmeiras,Sport Recife,0,2,2,1,2015
Corinthians,Flamengo,1,0,3,2,2015
Coritiba,São Paulo,1,2,4,3,2015
Chapecoense,Avaí,0,0,1,2,2015
Vasco da Gama,Grêmio,0,0,1,2,2015
Goiás,Cruzeiro,0,1,4,4,2015
Atlético-MG,Ponte Preta,2,1,2,1,2015
São Paulo,Sport Recife,3,0,1,2,2015
Avaí,Cruzeiro,1,1,3,3,2015
Ponte Preta,Joinville,1,0,3,5,2015
Coritiba,Figueirense,1,1,2,5,2015
Chapecoense,Athletico-PR,0,0,3,4,2015
Santos,Palmeiras,2,1,3,3,2015
Grêmio,Flamengo,2,0,0,1,2015
Atlético-MG,Corinthians,0,3,1,0,2015
Vasco da Gama,Fluminense,0,1,2,5,2015
Goiás,Internacional,2,1,3,3,2015
Internacional,Ponte Preta,1,0,2,4,2015
Corinthians,Coritiba,2,1,0,3,2015
Athletico-PR,Avaí,2,1,1,2,2015
Fluminense,Chapecoense,2,3,3,3,2015
Palmeiras,Vasco da Gama,0,2,1,4,2015
Flamengo,Goiás,4,1,1,0,2015
Cruzeiro,São Paulo,2,1,1,2,2015
Figueirense,Atlético-MG,0,1,2,4,2015
Joinville,Santos,0,0,3,2,2015
Sport Recife,Grêmio,1,0,2,3,2015
Cruzeiro,Sport Recife,3,0,2,4,2015
Goiás,Coritiba,1,3,1,1,2015
Ponte Preta,Figueirense,0,1,4,4,2015
Avaí,Joinville,2,1,4,1,2015
Athletico-PR,Palmeiras,3,3,2,4,2015
Grêmio,Fluminense,1,0,3,4,2015
Chapecoense,Internacional,1,0,4,3,2015
São Paulo,Atlético-MG,4,2,0,0,2015
Santos,Flamengo,0,0,2,2,2015
Vasco da Gama,Corinthians,1,1,2,3,2015
Palmeiras,Cruzeiro,1,1,2,1,2015
Joinville,Vasco da Gama,1,2,5,4,2015
Atlético-MG,Goiás,2,2,3,3,2015
Internacional,Grêmio,1,0,4,2,2015
Figueirense,Chapecoense,0,0,1,3,2015
Corinthians,São Paulo,6,1,2,2,2015
Flamengo,Ponte Preta,1,1,3,3,2015
Fluminense,Avaí,3,1,2,3,2015
Coritiba,Santos,1,0,3,3,2015
Sport Recife,Athletico-PR,0,0,3,2,2015
São Paulo,Figueirense,3,2,1,4,2015
Fluminense,Internacional,1,1,3,4,2015
Avaí,Ponte Preta,1,0,1,2,2015
Sport Recife,Corinthians,2,0,6,3,2015
Cruzeiro,Joinville,3,0,2,3,2015
Grêmio,Atlético-MG,2,1,3,5,2015
Chapecoense,Goiás,1,3,5,3,2015
Vasco da Gama,Santos,1,0,3,2,2015
Palmeiras,Coritiba,0,2,3,3,2015
Athletico-PR,Flamengo,3,0,1,3,2015
Internacional,Cruzeiro,2,0,2,1,2015
Flamengo,Palmeiras,1,2,0,1,2015
Figueirense,Fluminense,1,0,4,4,2015
Santos,Athletico-PR,5,1,0,1,2015
Ponte Preta,Sport Recife,0,1,4,2,2015
Goiás,São Paulo,0,1,4,1,2015
Corinthians,Avaí,1,1,2,2,2015
Atlético-MG,Chapecoense,3,0,0,0,2015
Joinville,Grêmio,0,2,3,1,2015
Coritiba,Vasco da Gama,0,0,1,0,2015
Palmeiras,Athletico-PR,4,0,1,4,2016
Flamengo,Sport Recife,1,0,2,1,2016
Atlético-MG,Santos,1,0,2,2,2016
Coritiba,Cruzeiro,1,0,1,3,2016
Santa Cruz,EC Vitória,4,1,3,0,2016
Botafogo,São Paulo,0,1,1,5,2016
Figueirense,Ponte Preta,0,0,2,5,2016
Corinthians,Grêmio,0,0,1,4,2016
América-MG,Fluminense,0,1,0,0,2016
Internacional,Chapecoense,0,0,3,4,2016
Ponte Preta,Palmeiras,2,1,3,4,2016
Fluminense,Santa Cruz,2,2,3,5,2016
Cruzeiro,Figueirense,2,2,3,1,2016
Santos,Coritiba,2,1,5,2,2016
Athletico-PR,Atlético-MG,1,1,3,1,2016
EC Vitória,Corinthians,3,2,5,4,2016
Chapecoense,América-MG,3,1,0,4,2016
São Paulo,Internacional,1,2,4,6,2016
Grêmio,Flamengo,1,0,3,2,2016
Sport Recife,Botafogo,1,1,3,2,2016
Figueirense,Santos,2,2,2,3,2016
Botafogo,Athletico-PR,2,1,2,2,2016
Flamengo,Chapecoense,2,2,4,1,2016
América-MG,EC Vitória,1,1,4,2,2016
Santa Cruz,Cruzeiro,4,1,2,3,2016
Palmeiras,Fluminense,2,0,1,0,2016
Coritiba,São Paulo,1,1,2,2,2016
Corinthians,Ponte Preta,3,0,3,3,2016
Internacional,Sport Recife,1,0,3,1,2016
Atlético-MG,Grêmio,0,3,1,5,2016
Cruzeiro,América-MG,1,1,1,1,2016
Athletico-PR,Figueirense,2,1,2,1,2016
Chapecoense,Santa Cruz,1,1,1,4,2016
Ponte Preta,Flamengo,1,2,2,2,2016
Sport Recife,Corinthians,0,2,2,1,2016
Fluminense,Botafogo,1,0,1,1,2016
EC Vitória,Atlético-MG,1,1,4,6,2016
São Paulo,Palmeiras,1,0,2,5,2016
Grêmio,Coritiba,2,0,0,3,2016
Santos,Internacional,0,1,1,1,2016
Internacional,Athletico-PR,1,0,5,2,2016
Corinthians,Santos,1,0,0,2,2016
Santa Cruz,Sport Recife,0,1,6,2,2016
Coritiba,Chapecoense,3,4,4,5,2016
Atlético-MG,Fluminense,1,1,2,5,2016
Figueirense,São Paulo,1,0,2,1,2016
Botafogo,Cruzeiro,0,1,1,3,2016
América-MG,Ponte Preta,1,2,1,3,2016
Palmeiras,Grêmio,4,3,5,4,2016
Flamengo,EC Vitória,1,0,2,3,2016
Athletico-PR,Santa Cruz,1,0,0,2,2016
Chapecoense,Fluminense,0,0,3,0,2016
Corinthians,Coritiba,2,1,2,5,2016
América-MG,Figueirense,1,0,2,3,2016
Santos,Botafogo,3,0,1,1,2016
EC Vitória,Internacional,1,0,1,6,2016
Sport Recife,Atlético-MG,4,4,1,3,2016
Flamengo,Palmeiras,1,2,1,2,2016
Grêmio,Ponte Preta,1,0,2,4,2016
Cruzeiro,São Paulo,0,1,2,0,2016
Internacional,América-MG,3,1,2,3,2016
Ponte Preta,Chapecoense,2,1,3,4,2016
Fluminense,Grêmio,1,1,4,2,2016
São Paulo,Athletico-PR,1,2,1,2,2016
Coritiba,Sport Recife,3,2,5,4,2016
Botafogo,EC Vitória,1,1,3,1,2016
Atlético-MG,Cruzeiro,2,3,4,6,2016
Palmeiras,Corinthians,1,0,4,4,2016
Figueirense,Flamengo,1,0,2,2,2016
Santa Cruz,Santos,0,2,1,2,2016
São Paulo,EC Vitória,2,0,5,2,2016
Chapecoense,Grêmio,3,3,2,2,2016
Ponte Preta,Athletico-PR,3,2,0,2,2016
Santos,Sport Recife,2,0,1,3,2016
Santa Cruz,Figueirense,1,0,3,3,2016
Botafogo,América-MG,3,1,2,2,2016
Coritiba,Palmeiras,2,2,4,3,2016
Cruzeiro,Flamengo,0,1,0,0,2016
Internacional,Atlético-MG,2,0,2,1,2016
Fluminense,Corinthians,1,0,2,1,2016
Palmeiras,Santa Cruz,3,1,1,4,2016
Athletico-PR,Santos,1,0,2,1,2016
América-MG,Coritiba,2,1,0,3,2016
EC Vitória,Chapecoense,1,2,1,4,2016
Atlético-MG,Ponte Preta,3,0,0,1,2016
Corinthians,Botafogo,3,1,2,2,2016
Flamengo,São Paulo,2,2,1,3,2016
Figueirense,Internacional,3,2,3,0,2016
Sport Recife,Fluminense,2,1,2,0,2016
Grêmio,Cruzeiro,2,0,0,2,2016
Palmeiras,América-MG,2,0,0,1,2016
Ponte Preta,Cruzeiro,0,4,4,4,2016
Botafogo,Figueirense,0,0,0,1,2016
Santa Cruz,Flamengo,0,1,1,0,2016
Fluminense,Santos,2,4,1,1,2016
Atlético-MG,Corinthians,2,1,3,1,2016
Chapecoense,Athletico-PR,0,0,2,2,2016
Grêmio,EC Vitória,1,2,4,4,2016
São Paulo,Sport Recife,0,0,0,2,2016
Coritiba,Internacional,1,1,2,5,2016
Cruzeiro,Palmeiras,2,1,4,2,2016
Corinthians,Santa Cruz,2,1,3,1,2016
América-MG,Atlético-MG,0,1,3,3,2016
Flamengo,Fluminense,1,2,0,1,2016
EC Vitória,Ponte Preta,1,1,3,2,2016
Athletico-PR,Grêmio,2,0,1,0,2016
Internacional,Botafogo,2,3,4,3,2016
Santos,São Paulo,3,0,2,3,2016
Sport Recife,Chapecoense,5,1,3,2,2016
Figueirense,Coritiba,0,0,3,4,2016
Flamengo,Internacional,1,0,1,1,2016
EC Vitória,Sport Recife,3,2,4,4,2016
Grêmio,Santos,3,2,3,3,2016
Coritiba,Athletico-PR,1,0,3,2,2016
Chapecoense,Cruzeiro,3,2,4,6,2016
São Paulo,Fluminense,2,1,4,3,2016
América-MG,Corinthians,0,2,2,1,2016
Santa Cruz,Ponte Preta,0,3,2,1,2016
Palmeiras,Figueirense,4,0,1,1,2016
Atlético-MG,Botafogo,5,3,0,0,2016
Fluminense,Coritiba,0,0,1,2,2016
Athletico-PR,América-MG,1,0,2,2,2016
Cruzeiro,EC Vitória,2,2,3,3,2016
Internacional,Grêmio,0,1,4,5,2016
Santos,Chapecoense,3,0,1,1,2016
Ponte Preta,São Paulo,1,0,3,2,2016
Corinthians,Flamengo,4,0,2,3,2016
Botafogo,Santa Cruz,2,1,1,3,2016
Figueirense,Atlético-MG,1,1,2,4,2016
Sport Recife,Palmeiras,1,3,4,5,2016
Chapecoense,Corinthians,0,2,1,1,2016
Coritiba,Botafogo,0,0,1,3,2016
Ponte Preta,Sport Recife,2,1,2,2,2016
Grêmio,Figueirense,2,1,1,1,2016
Flamengo,Atlético-MG,2,0,1,4,2016
Santa Cruz,Internacional,1,0,0,2,2016
São Paulo,América-MG,3,0,1,4,2016
EC Vitória,Fluminense,0,0,3,4,2016
Cruzeiro,Athletico-PR,0,3,1,4,2016
Palmeiras,Santos,1,1,3,2,2016
Botafogo,Flamengo,3,3,2,4,2016
Santos,Ponte Preta,3,1,3,2,2016
América-MG,Santa Cruz,0,3,2,2,2016
Internacional,Palmeiras,0,1,4,2,2016
Figueirense,Chapecoense,1,1,1,4,2016
Fluminense,Cruzeiro,2,0,0,6,2016
Athletico-PR,EC Vitória,1,1,3,3,2016
Corinthians,São Paulo,1,1,3,3,2016
Sport Recife,Grêmio,4,2,0,3,2016
Atlético-MG,Coritiba,2,1,2,2,2016
Corinthians,Figueirense,1,1,2,6,2016
Santa Cruz,Coritiba,0,1,2,1,2016
Palmeiras,Atlético-MG,0,1,1,2,2016
Ponte Preta,Internacional,2,2,3,3,2016
Grêmio,São Paulo,1,0,0,3,2016
Athletico-PR,Fluminense,1,0,3,5,2016
Cruzeiro,Sport Recife,1,2,1,4,2016
Chapecoense,Botafogo,2,1,1,2,2016
EC Vitória,Santos,2,3,3,2,2016
Flamengo,América-MG,2,1,1,0,2016
Figueirense,EC Vitória,1,0,3,4,2016
Sport Recife,Athletico-PR,2,0,2,1,2016
Atlético-MG,Santa Cruz,3,0,1,3,2016
São Paulo,Chapecoense,2,2,4,1,2016
Fluminense,Ponte Preta,3,0,4,6,2016
Coritiba,Flamengo,0,2,1,2,2016
Internacional,Corinthians,0,1,2,2,2016
Santos,Cruzeiro,2,0,1,1,2016
Botafogo,Palmeiras,3,1,4,3,2016
América-MG,Grêmio,0,0,2,2,2016
EC Vitória,Coritiba,3,1,2,1,2016
Sport Recife,América-MG,1,1,1,3,2016
Santos,Flamengo,0,0,2,2,2016
Athletico-PR,Corinthians,2,0,3,0,2016
Ponte Preta,Botafogo,2,0,2,2,2016
Grêmio,Santa Cruz,0,0,1,3,2016
São Paulo,Atlético-MG,1,2,2,2,2016
Cruzeiro,Internacional,4,2,1,1,2016
Chapecoense,Palmeiras,1,1,1,0,2016
Fluminense,Figueirense,3,2,3,3,2016
Flamengo,Athletico-PR,1,0,2,4,2016
América-MG,Santos,1,0,2,1,2016
Coritiba,Ponte Preta,3,1,4,3,2016
Palmeiras,EC Vitória,2,1,2,4,2016
Santa Cruz,São Paulo,1,2,1,3,2016
Internacional,Fluminense,2,2,4,4,2016
Figueirense,Sport Recife,1,1,5,3,2016
Atlético-MG,Chapecoense,3,1,0,1,2016
Corinthians,Cruzeiro,1,1,4,3,2016
Botafogo,Grêmio,2,1,3,4,2016
Sport Recife,Flamengo,1,0,2,3,2016
Ponte Preta,Figueirense,2,0,2,2,2016
Fluminense,América-MG,1,0,2,5,2016
Grêmio,Corinthians,3,0,4,1,2016
Cruzeiro,Coritiba,2,2,2,4,2016
Santos,Atlético-MG,3,0,4,4,2016
EC Vitória,Santa Cruz,2,2,1,2,2016
São Paulo,Botafogo,0,1,2,2,2016
Athletico-PR,Palmeiras,0,1,3,3,2016
Chapecoense,Internacional,1,0,1,2,2016
América-MG,Chapecoense,1,2,1,1,2016
Botafogo,Sport Recife,3,0,1,2,2016
Flamengo,Grêmio,2,1,2,1,2016
Atlético-MG,Athletico-PR,1,0,0,2,2016
Internacional,São Paulo,1,1,1,2,2016
Santa Cruz,Fluminense,0,1,0,2,2016
Palmeiras,Ponte Preta,2,2,3,6,2016
Coritiba,Santos,2,1,1,3,2016
Figueirense,Cruzeiro,1,2,4,5,2016
Corinthians,EC Vitória,2,1,2,4,2016
Ponte Preta,Corinthians,2,0,2,1,2016
Cruzeiro,Santa Cruz,2,0,3,3,2016
Santos,Figueirense,0,1,3,2,2016
Grêmio,Atlético-MG,1,1,4,4,2016
Fluminense,Palmeiras,0,2,7,5,2016
Chapecoense,Flamengo,1,3,4,0,2016
São Paulo,Coritiba,0,0,2,1,2016
Sport Recife,Internacional,1,1,4,5,2016
EC Vitória,América-MG,2,1,3,5,2016
Athletico-PR,Botafogo,1,0,3,2,2016
Santa Cruz,Chapecoense,2,2,3,3,2016
Figueirense,Athletico-PR,1,0,1,2,2016
Botafogo,Fluminense,1,0,5,2,2016
Atlético-MG,EC Vitória,2,1,2,5,2016
Palmeiras,São Paulo,2,1,3,3,2016
Flamengo,Ponte Preta,2,1,1,3,2016
Coritiba,Grêmio,4,0,3,0,2016
Corinthians,Sport Recife,3,0,2,2,2016
América-MG,Cruzeiro,0,2,1,2,2016
Internacional,Santos,2,1,4,4,2016
EC Vitória,Flamengo,1,2,2,1,2016
Chapecoense,Coritiba,1,0,2,3,2016
São Paulo,Figueirense,3,1,2,2,2016
Cruzeiro,Botafogo,0,2,4,2,2016
Sport Recife,Santa Cruz,5,3,2,1,2016
Athletico-PR,Internacional,2,1,0,2,2016
Santos,Corinthians,2,1,2,1,2016
Ponte Preta,América-MG,1,1,2,1,2016
Grêmio,Palmeiras,0,0,4,3,2016
Fluminense,Atlético-MG,4,2,1,4,2016
Botafogo,Santos,0,1,2,1,2016
Figueirense,América-MG,2,2,0,2,2016
Ponte Preta,Grêmio,3,0,2,1,2016
Santa Cruz,Athletico-PR,1,0,3,4,2016
Coritiba,Corinthians,1,1,3,1,2016
Palmeiras,Flamengo,1,1,2,1,2016
Atlético-MG,Sport Recife,1,0,0,1,2016
Fluminense,Chapecoense,1,2,3,4,2016
São Paulo,Cruzeiro,1,0,0,0,2016
Internacional,EC Vitória,0,1,3,5,2016
Corinthians,Palmeiras,0,2,2,4,2016
Flamengo,Figueirense,2,0,2,3,2016
Cruzeiro,Atlético-MG,1,1,1,2,2016
Sport Recife,Coritiba,0,1,0,1,2016
Grêmio,Fluminense,0,1,4,3,2016
Chapecoense,Ponte Preta,2,2,2,0,2016
Athletico-PR,São Paulo,1,0,1,1,2016
Santos,Santa Cruz,3,2,1,1,2016
EC Vitória,Botafogo,0,1,2,5,2016
América-MG,Internacional,1,0,1,2,2016
Palmeiras,Coritiba,2,1,2,3,2016
Sport Recife,Santos,1,0,3,2,2016
América-MG,Botafogo,1,0,2,3,2016
Athletico-PR,Ponte Preta,3,0,2,5,2016
Figueirense,Santa Cruz,3,1,1,5,2016
EC Vitória,São Paulo,2,0,4,3,2016
Corinthians,Fluminense,0,1,4,3,2016
Flamengo,Cruzeiro,2,1,1,2,2016
Grêmio,Chapecoense,1,0,2,2,2016
Atlético-MG,Internacional,3,1,2,2,2016
Fluminense,Sport Recife,3,1,1,3,2016
São Paulo,Flamengo,0,0,4,3,2016
Chapecoense,EC Vitória,1,4,1,2,2016
Santos,Athletico-PR,2,0,2,1,2016
Botafogo,Corinthians,2,0,4,4,2016
Ponte Preta,Atlético-MG,1,2,2,2,2016
Cruzeiro,Grêmio,1,0,3,3,2016
Internacional,Figueirense,1,0,2,2,2016
Santa Cruz,Palmeiras,2,3,6,3,2016
Coritiba,América-MG,3,0,2,2,2016
Athletico-PR,Chapecoense,3,1,2,3,2016
EC Vitória,Grêmio,0,1,3,3,2016
Corinthians,Atlético-MG,0,0,0,2,2016
Santos,Fluminense,2,1,0,0,2016
Sport Recife,São Paulo,1,1,0,2,2016
Internacional,Coritiba,1,0,2,4,2016
Cruzeiro,Ponte Preta,2,0,2,2,2016
Flamengo,Santa Cruz,3,0,1,1,2016
América-MG,Palmeiras,0,2,2,1,2016
Figueirense,Botafogo,0,1,2,2,2016
Chapecoense,Sport Recife,3,0,1,2,2016
Coritiba,Figueirense,0,0,4,3,2016
Santa Cruz,Corinthians,2,4,2,2,2016
Botafogo,Internacional,1,0,3,2,2016
Palmeiras,Cruzeiro,0,0,1,4,2016
Ponte Preta,EC Vitória,2,0,4,2,2016
Atlético-MG,América-MG,3,0,0,0,2016
Fluminense,Flamengo,1,2,3,3,2016
São Paulo,Santos,0,1,2,3,2016
Grêmio,Athletico-PR,1,0,2,3,2016
Botafogo,Atlético-MG,3,2,2,4,2016
Cruzeiro,Chapecoense,0,0,1,2,2016
Athletico-PR,Coritiba,2,0,0,3,2016
Internacional,Flamengo,2,1,3,1,2016
Figueirense,Palmeiras,1,2,4,3,2016
Corinthians,América-MG,2,0,2,1,2016
Ponte Preta,Santa Cruz,3,0,0,2,2016
Santos,Grêmio,1,1,1,7,2016
Sport Recife,EC Vitória,1,0,1,4,2016
Fluminense,São Paulo,1,2,1,4,2016
Santa Cruz,Botafogo,0,1,0,2,2016
São Paulo,Ponte Preta,2,0,0,1,2016
Flamengo,Corinthians,2,2,2,4,2016
EC Vitória,Cruzeiro,0,1,2,3,2016
Palmeiras,Sport Recife,2,1,3,2,2016
Grêmio,Internacional,0,0,0,2,2016
Coritiba,Fluminense,1,1,0,4,2016
Atlético-MG,Figueirense,3,0,2,4,2016
Chapecoense,Santos,0,1,2,3,2016
América-MG,Athletico-PR,1,0,0,0,2016
Sport Recife,Ponte Preta,1,0,2,3,2016
Fluminense,EC Vitória,2,2,3,2,2016
Atlético-MG,Flamengo,2,2,0,1,2016
Athletico-PR,Cruzeiro,1,0,1,1,2016
Corinthians,Chapecoense,1,1,1,2,2016
Botafogo,Coritiba,0,0,5,3,2016
Internacional,Santa Cruz,1,1,3,2,2016
Figueirense,Grêmio,0,0,2,2,2016
Santos,Palmeiras,1,0,4,3,2016
América-MG,São Paulo,1,0,0,1,2016
Flamengo,Botafogo,0,0,3,3,2016
São Paulo,Corinthians,4,0,3,4,2016
Ponte Preta,Santos,1,2,1,1,2016
Santa Cruz,América-MG,1,0,1,1,2016
Cruzeiro,Fluminense,4,2,2,1,2016
Palmeiras,Internacional,1,0,0,0,2016
EC Vitória,Athletico-PR,3,2,2,2,2016
Coritiba,Atlético-MG,2,0,1,3,2016
Chapecoense,Figueirense,1,0,1,3,2016
Grêmio,Sport Recife,0,3,4,3,2016
Fluminense,Athletico-PR,1,1,3,3,2016
Botafogo,Chapecoense,0,2,3,1,2016
Coritiba,Santa Cruz,1,0,3,2,2016
Sport Recife,Cruzeiro,0,1,2,2,2016
América-MG,Flamengo,0,1,1,0,2016
Figueirense,Corinthians,1,1,3,2,2016
Santos,EC Vitória,3,2,3,1,2016
